"","response_uuid","Age","Trial","Usable frames (%)","synch_good"
"279","ce3576ae-b709-4de2-9d36-32dc5df83253","12","5",0.822942643391521,0.678787878787879
"280","ce3576ae-b709-4de2-9d36-32dc5df83253","12","6",0.660847880299252,0.286792452830189
"281","d139f6f2-6b46-45a9-b60b-5d7f1b571c5d","6","1",0.713216957605985,0.36013986013986
"282","d139f6f2-6b46-45a9-b60b-5d7f1b571c5d","6","2",0.880299251870324,0.563739376770538
"283","d139f6f2-6b46-45a9-b60b-5d7f1b571c5d","6","3",0.9075,0.415977961432507
"284","d139f6f2-6b46-45a9-b60b-5d7f1b571c5d","6","4",0.753731343283582,0.204620462046205
"285","d139f6f2-6b46-45a9-b60b-5d7f1b571c5d","6","5",0.610972568578554,0.820408163265306
"286","d3bcd095-67fd-4c4f-ba8a-fdc71bf14fa8","6","1",0.817955112219451,0.490853658536585
"287","d3bcd095-67fd-4c4f-ba8a-fdc71bf14fa8","6","2",0.855361596009975,0.778425655976676
"288","d3bcd095-67fd-4c4f-ba8a-fdc71bf14fa8","6","3",0.715,0.374125874125874
"289","d3bcd095-67fd-4c4f-ba8a-fdc71bf14fa8","6","4",0.5,0.676616915422886
"290","d3bcd095-67fd-4c4f-ba8a-fdc71bf14fa8","6","5",0.845386533665835,0.306784660766962
"291","d3bcd095-67fd-4c4f-ba8a-fdc71bf14fa8","6","6",0.695760598503741,0.519713261648746
"292","d7947371-1fbc-444b-9f5b-8c93452af17c","12","1",0.897755610972569,0.594444444444444
"293","d7947371-1fbc-444b-9f5b-8c93452af17c","12","2",0.768079800498753,0.659090909090909
"294","d7947371-1fbc-444b-9f5b-8c93452af17c","12","3",0.675,0.559259259259259
"295","d7947371-1fbc-444b-9f5b-8c93452af17c","12","4",0.850746268656716,0.605263157894737
"296","d7947371-1fbc-444b-9f5b-8c93452af17c","12","5",0.885286783042394,0.585915492957746
"297","d7947371-1fbc-444b-9f5b-8c93452af17c","12","6",0.521197007481297,0.526315789473684
"298","d9c799e8-ffd9-4845-89d1-0e2432e9f25a","12","1",0.788029925187032,0.262658227848101
"299","d9c799e8-ffd9-4845-89d1-0e2432e9f25a","12","2",0.456359102244389,0.628415300546448
"300","d9c799e8-ffd9-4845-89d1-0e2432e9f25a","12","5",0.755610972568579,0.99009900990099
"301","da02ea62-68b6-4b32-965d-9676bd328193","12","1",0.875311720698254,0.749287749287749
"302","da02ea62-68b6-4b32-965d-9676bd328193","12","2",0.506234413965087,0.689655172413793
"303","da02ea62-68b6-4b32-965d-9676bd328193","12","3",0.6125,0.33469387755102
"304","da02ea62-68b6-4b32-965d-9676bd328193","12","6",0.374064837905237,0.453333333333333
"305","dff41178-de67-4642-b884-f99a16e49bb5","12","1",0.880299251870324,0.447592067988669
"306","dff41178-de67-4642-b884-f99a16e49bb5","12","2",0.86284289276808,0.407514450867052
"307","dff41178-de67-4642-b884-f99a16e49bb5","12","3",0.7075,0.628975265017668
"308","dff41178-de67-4642-b884-f99a16e49bb5","12","4",0.945273631840796,0.61578947368421
"309","dff41178-de67-4642-b884-f99a16e49bb5","12","5",0.837905236907731,0.580357142857143
"310","dff41178-de67-4642-b884-f99a16e49bb5","12","6",0.695760598503741,0.519713261648746
"311","e028c328-ed67-4893-bb83-7b2528bb3c3f","6","1",0.822942643391521,0.4
"312","e028c328-ed67-4893-bb83-7b2528bb3c3f","6","2",0.900249376558603,0.650969529085873
"313","e028c328-ed67-4893-bb83-7b2528bb3c3f","6","3",0.7775,0.42443729903537
"314","e028c328-ed67-4893-bb83-7b2528bb3c3f","6","4",0.925373134328358,0.693548387096774
"315","e028c328-ed67-4893-bb83-7b2528bb3c3f","6","5",0.895261845386534,0.454038997214485
"316","e028c328-ed67-4893-bb83-7b2528bb3c3f","6","6",0.822942643391521,0.53030303030303
"317","e2e233c7-f51c-4508-8c5f-e7382d4b3712","12","2",0.384039900249377,0.954545454545455
"318","e6681ec0-8580-4c90-8b78-ba2eda235b24","6","1",0.962593516209476,0.27979274611399
"319","e6681ec0-8580-4c90-8b78-ba2eda235b24","6","2",0.837905236907731,0.639880952380952
"320","e6681ec0-8580-4c90-8b78-ba2eda235b24","6","3",0.7075,0.275618374558304
"321","e6681ec0-8580-4c90-8b78-ba2eda235b24","6","4",0.492537313432836,0.631313131313131
"322","e6681ec0-8580-4c90-8b78-ba2eda235b24","6","5",0.950124688279302,0.259842519685039
"323","e6681ec0-8580-4c90-8b78-ba2eda235b24","6","6",0.850374064837905,0.941348973607038
"324","e9c93b65-ba91-47f9-ba15-ebd49936a22c","12","1",0.86783042394015,0.362068965517241
"325","e9c93b65-ba91-47f9-ba15-ebd49936a22c","12","2",0.917705735660848,0.769021739130435
"326","e9c93b65-ba91-47f9-ba15-ebd49936a22c","12","3",0.8325,0.405405405405405
"327","e9c93b65-ba91-47f9-ba15-ebd49936a22c","12","4",0.649253731343284,0.808429118773946
"328","e9c93b65-ba91-47f9-ba15-ebd49936a22c","12","5",0.359102244389027,0.00694444444444444
"329","ebffac03-2b65-487b-a944-4680e1ebc410","6","1",0.785536159600998,0.679365079365079
"330","ebffac03-2b65-487b-a944-4680e1ebc410","6","2",0.805486284289277,0.473684210526316
"331","ebffac03-2b65-487b-a944-4680e1ebc410","6","3",0.69,0.75
"332","ebffac03-2b65-487b-a944-4680e1ebc410","6","4",0.490049751243781,0.192893401015228
"333","ebffac03-2b65-487b-a944-4680e1ebc410","6","5",0.386533665835411,0.954838709677419
"334","ebffac03-2b65-487b-a944-4680e1ebc410","6","6",0.341645885286783,0.18978102189781
"335","ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","1",0.952618453865337,0.547120418848168
"336","ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","2",0.980049875311721,0.384223918575064
"337","ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","3",0.9725,0.57840616966581
"338","ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","4",0.990049751243781,0.693467336683417
"339","ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","5",0.802992518703242,0.627329192546584
"340","ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","6",0.685785536159601,0.512727272727273
