"","response_uuid","Age","Trial","Usable frames (%)","synch_good","Stimulus type"
"21","219199ee-c779-4194-bc1b-be61dfc4c95a","12","1",0.507211538461538,0.170616113744076,"Nonsocial"
"22","219199ee-c779-4194-bc1b-be61dfc4c95a","12","3",0.718377088305489,0.710963455149502,"Nonsocial"
"23","219199ee-c779-4194-bc1b-be61dfc4c95a","12","4",0.909233176838811,0.258175559380379,"Social"
"24","219199ee-c779-4194-bc1b-be61dfc4c95a","12","6",0.889929742388759,0.678947368421053,"Social"
"25","219199ee-c779-4194-bc1b-be61dfc4c95a","12","7",0.519138755980861,0.944700460829493,"Nonsocial"
"26","219199ee-c779-4194-bc1b-be61dfc4c95a","12","8",0.897674418604651,0.854922279792746,"Social"
"27","23f96111-a5ec-40c5-9d5e-c493fd5fb636","6","3",0.577565632458234,0.818181818181818,"Nonsocial"
"28","23f96111-a5ec-40c5-9d5e-c493fd5fb636","6","4",0.350547730829421,0.736607142857143,"Social"
"29","23f96111-a5ec-40c5-9d5e-c493fd5fb636","6","5",0.388625592417062,0.426829268292683,"Nonsocial"
"30","23f96111-a5ec-40c5-9d5e-c493fd5fb636","6","6",0.688524590163934,0.210884353741497,"Social"
"31","23f96111-a5ec-40c5-9d5e-c493fd5fb636","6","7",0.58133971291866,0.547325102880658,"Nonsocial"
"32","23f96111-a5ec-40c5-9d5e-c493fd5fb636","6","8",0.76046511627907,0.296636085626911,"Social"
"33","37dfe9fb-dbf0-4b7b-a6c6-4e1c750fa6a5","12","1",0.978365384615385,0.943488943488944,"Nonsocial"
"34","37dfe9fb-dbf0-4b7b-a6c6-4e1c750fa6a5","12","2",0.911627906976744,0.25,"Social"
"35","37dfe9fb-dbf0-4b7b-a6c6-4e1c750fa6a5","12","3",0.847255369928401,0.191549295774648,"Nonsocial"
"36","37dfe9fb-dbf0-4b7b-a6c6-4e1c750fa6a5","12","4",0.773082942097027,0.615384615384615,"Social"
"37","37dfe9fb-dbf0-4b7b-a6c6-4e1c750fa6a5","12","5",0.928909952606635,0.637755102040816,"Nonsocial"
"38","37dfe9fb-dbf0-4b7b-a6c6-4e1c750fa6a5","12","6",0.634660421545667,0.261992619926199,"Social"
"39","37dfe9fb-dbf0-4b7b-a6c6-4e1c750fa6a5","12","7",0.504784688995215,0.545023696682464,"Nonsocial"
"40","37dfe9fb-dbf0-4b7b-a6c6-4e1c750fa6a5","12","8",0.932558139534884,0.865336658354115,"Social"
"41","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","1",0.644230769230769,0.652985074626866,"Nonsocial"
"42","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","2",0.888372093023256,0.664921465968586,"Social"
"43","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","3",0.806682577565632,0.71301775147929,"Nonsocial"
"44","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","4",0.912363067292645,0.44082332761578,"Social"
"45","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","5",0.710900473933649,0.4,"Nonsocial"
"46","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","6",0.784543325526932,0.632835820895522,"Social"
"47","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","7",0.782296650717703,0.345565749235474,"Nonsocial"
"48","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","8",0.86046511627907,0.540540540540541,"Social"
"49","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","1",0.807692307692308,0.779761904761905,"Nonsocial"
"50","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","2",0.855813953488372,0.195652173913043,"Social"
"51","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","3",0.809069212410501,0.610619469026549,"Nonsocial"
"52","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","4",0.913928012519562,0.421232876712329,"Social"
"53","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","5",0.815165876777251,0.593023255813954,"Nonsocial"
"54","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","6",0.662763466042155,0.176678445229682,"Social"
"55","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","7",0.688995215311005,0.09375,"Nonsocial"
"56","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","8",0.66046511627907,0.517605633802817,"Social"
"57","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","1",0.805288461538462,0.426865671641791,"Nonsocial"
"58","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","2",0.732558139534884,0.374603174603175,"Social"
"59","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","3",0.930787589498807,0.607692307692308,"Nonsocial"
"60","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","4",0.928012519561815,0.42327150084317,"Social"
"61","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","5",0.815165876777251,0.476744186046512,"Nonsocial"
"62","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","6",0.913348946135831,0.576923076923077,"Social"
"63","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","7",0.889952153110048,0.381720430107527,"Nonsocial"
"64","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","8",0.697674418604651,0.443333333333333,"Social"
"65","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","1",0.382211538461538,0.616352201257862,"Nonsocial"
"66","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","2",0.618604651162791,0.842105263157895,"Social"
"67","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","3",0.687350835322196,0.788194444444444,"Nonsocial"
"68","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","4",0.837245696400626,0.00747663551401869,"Social"
"69","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","5",0.928909952606635,0.107142857142857,"Nonsocial"
"70","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","6",0.941451990632319,0.487562189054726,"Social"
"71","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","7",0.861244019138756,0.225,"Nonsocial"
"72","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","8",0.946511627906977,0.692874692874693,"Social"
"73","510ce501-f2b4-4c71-baef-5722ca1d840b","12","1",0.680288461538462,0.618374558303887,"Nonsocial"
"74","510ce501-f2b4-4c71-baef-5722ca1d840b","12","3",0.412887828162291,0.300578034682081,"Nonsocial"
"75","510ce501-f2b4-4c71-baef-5722ca1d840b","12","4",0.536776212832551,0.39067055393586,"Social"
"76","510ce501-f2b4-4c71-baef-5722ca1d840b","12","5",0.853080568720379,0.155555555555556,"Nonsocial"
"77","510ce501-f2b4-4c71-baef-5722ca1d840b","12","6",0.798594847775176,0.604105571847507,"Social"
"78","510ce501-f2b4-4c71-baef-5722ca1d840b","12","7",0.868421052631579,0.564738292011019,"Nonsocial"
"79","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","1",0.713942307692308,0.494949494949495,"Nonsocial"
"80","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","2",0.772093023255814,0.340361445783133,"Social"
"81","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","3",0.842482100238663,0.671388101983003,"Nonsocial"
"82","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","4",0.535211267605634,0.646198830409357,"Social"
"83","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","5",0.976303317535545,0.257281553398058,"Nonsocial"
"84","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","6",0.543325526932084,0.900862068965517,"Social"
"85","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","7",0.538277511961722,0.608888888888889,"Nonsocial"
"86","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","8",0.702325581395349,0.357615894039735,"Social"
"87","5f983d44-1037-4c49-8668-8f7aef902000","6","1",0.675480769230769,0.569395017793594,"Nonsocial"
"88","5f983d44-1037-4c49-8668-8f7aef902000","6","2",0.895348837209302,0.246753246753247,"Social"
"89","5f983d44-1037-4c49-8668-8f7aef902000","6","3",0.589498806682578,0.631578947368421,"Nonsocial"
"90","5f983d44-1037-4c49-8668-8f7aef902000","6","4",0.724569640062598,0.537796976241901,"Social"
"91","5f983d44-1037-4c49-8668-8f7aef902000","6","5",0.729857819905213,0.493506493506494,"Nonsocial"
"92","5f983d44-1037-4c49-8668-8f7aef902000","6","7",0.91866028708134,0.9140625,"Nonsocial"
"93","69296e59-1aec-4e58-8c60-3e7d2f717892","12","1",0.807692307692308,0.672619047619048,"Nonsocial"
"94","69296e59-1aec-4e58-8c60-3e7d2f717892","12","2",0.93953488372093,0.344059405940594,"Social"
"95","69296e59-1aec-4e58-8c60-3e7d2f717892","12","3",0.909307875894988,0.587926509186352,"Nonsocial"
"96","69296e59-1aec-4e58-8c60-3e7d2f717892","12","4",0.685446009389671,0.474885844748858,"Social"
"97","69296e59-1aec-4e58-8c60-3e7d2f717892","12","5",0.890995260663507,0.186170212765957,"Nonsocial"
"98","69296e59-1aec-4e58-8c60-3e7d2f717892","12","6",0.864168618266979,0.504065040650406,"Social"
"99","69296e59-1aec-4e58-8c60-3e7d2f717892","12","7",0.736842105263158,0.438311688311688,"Nonsocial"
"100","69296e59-1aec-4e58-8c60-3e7d2f717892","12","8",0.853488372093023,0.615803814713896,"Social"
"101","70cf8da0-b9d6-4a56-8c01-9284d0ac0db7","6","1",0.786057692307692,0.091743119266055,"Nonsocial"
"102","70cf8da0-b9d6-4a56-8c01-9284d0ac0db7","6","2",0.562790697674419,0.446280991735537,"Social"
"103","70cf8da0-b9d6-4a56-8c01-9284d0ac0db7","6","5",0.345971563981043,0.931506849315068,"Nonsocial"
"104","73973e72-aa4b-4db6-a0e4-626a472e9c87","6","1",0.348557692307692,0.772413793103448,"Nonsocial"
"105","73973e72-aa4b-4db6-a0e4-626a472e9c87","6","2",0.46046511627907,0.383838383838384,"Social"
"106","73973e72-aa4b-4db6-a0e4-626a472e9c87","6","3",0.62291169451074,0.21455938697318,"Nonsocial"
"107","73973e72-aa4b-4db6-a0e4-626a472e9c87","6","4",0.78716744913928,0.534791252485089,"Social"
"108","73973e72-aa4b-4db6-a0e4-626a472e9c87","6","5",0.838862559241706,0.779661016949153,"Nonsocial"
"109","73973e72-aa4b-4db6-a0e4-626a472e9c87","6","6",0.662763466042155,0.498233215547703,"Social"
"110","73973e72-aa4b-4db6-a0e4-626a472e9c87","6","7",0.61244019138756,0.4765625,"Nonsocial"
"111","73973e72-aa4b-4db6-a0e4-626a472e9c87","6","8",0.616279069767442,0.275471698113208,"Social"
"112","7429cbef-2376-4c33-a67e-73f1c7247558","6","1",0.920673076923077,0.193211488250653,"Nonsocial"
"113","7429cbef-2376-4c33-a67e-73f1c7247558","6","2",0.988372093023256,0.767058823529412,"Social"
"114","7429cbef-2376-4c33-a67e-73f1c7247558","6","3",0.883054892601432,0.72972972972973,"Nonsocial"
"115","7429cbef-2376-4c33-a67e-73f1c7247558","6","4",0.923317683881064,0.293220338983051,"Social"
"116","7429cbef-2376-4c33-a67e-73f1c7247558","6","5",0.976303317535545,0.179611650485437,"Nonsocial"
"117","7429cbef-2376-4c33-a67e-73f1c7247558","6","6",0.866510538641686,0.802702702702703,"Social"
"118","7429cbef-2376-4c33-a67e-73f1c7247558","6","7",0.885167464114832,0.67027027027027,"Nonsocial"
"119","7429cbef-2376-4c33-a67e-73f1c7247558","6","8",0.73953488372093,0.389937106918239,"Social"
"120","7e57671a-48b8-4449-a025-f03abd43e3ea","6","1",0.925480769230769,0.322077922077922,"Nonsocial"
"121","7e57671a-48b8-4449-a025-f03abd43e3ea","6","2",0.967441860465116,0.771634615384615,"Social"
"122","7e57671a-48b8-4449-a025-f03abd43e3ea","6","3",0.921241050119332,0.686528497409326,"Nonsocial"
"123","7e57671a-48b8-4449-a025-f03abd43e3ea","6","4",0.849765258215962,0.440147329650092,"Social"
"124","7e57671a-48b8-4449-a025-f03abd43e3ea","6","5",0.691943127962085,0.219178082191781,"Nonsocial"
"125","7e57671a-48b8-4449-a025-f03abd43e3ea","6","6",0.775175644028103,0.791540785498489,"Social"
"126","7e57671a-48b8-4449-a025-f03abd43e3ea","6","7",0.636363636363636,0.308270676691729,"Nonsocial"
"127","7e57671a-48b8-4449-a025-f03abd43e3ea","6","8",0.690697674418605,0.343434343434343,"Social"
"128","7ef806e9-b907-4e1f-8e53-8ffba787178a","6","2",0.818604651162791,0.423295454545455,"Social"
"129","7ef806e9-b907-4e1f-8e53-8ffba787178a","6","3",0.391408114558473,0.292682926829268,"Nonsocial"
"130","7ef806e9-b907-4e1f-8e53-8ffba787178a","6","4",0.915492957746479,0.605128205128205,"Social"
"131","7ef806e9-b907-4e1f-8e53-8ffba787178a","6","5",0.710900473933649,0.74,"Nonsocial"
"132","7ef806e9-b907-4e1f-8e53-8ffba787178a","6","6",0.770491803278688,0.306990881458967,"Social"
"133","7ef806e9-b907-4e1f-8e53-8ffba787178a","6","7",0.404306220095694,0.455621301775148,"Nonsocial"
"134","7ef806e9-b907-4e1f-8e53-8ffba787178a","6","8",0.495348837209302,0.516431924882629,"Social"
"135","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","1",0.899038461538462,0.403743315508021,"Nonsocial"
"136","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","2",0.874418604651163,0.601063829787234,"Social"
"137","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","3",0.789976133651551,0.664652567975831,"Nonsocial"
"138","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","4",0.685446009389671,0.200913242009132,"Social"
"139","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","5",0.834123222748815,0.625,"Nonsocial"
"140","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","6",0.758782201405152,0.373456790123457,"Social"
"141","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","7",0.83732057416268,0.38,"Nonsocial"
"142","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","8",0.87906976744186,0.563492063492063,"Social"
"143","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","1",0.889423076923077,0.389189189189189,"Nonsocial"
"144","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","2",0.953488372093023,0.553658536585366,"Social"
"145","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","3",0.897374701670644,0.593085106382979,"Nonsocial"
"146","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","4",0.926447574334898,0.452702702702703,"Social"
"147","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","5",0.791469194312796,0.401197604790419,"Nonsocial"
"148","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","6",0.864168618266979,0.552845528455285,"Social"
"149","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","7",0.925837320574163,0.741602067183463,"Nonsocial"
"150","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","8",0.941860465116279,0.380246913580247,"Social"
"151","946c2360-cad0-45b6-9157-c238ef148691","12","1",0.610576923076923,0.216535433070866,"Nonsocial"
"152","946c2360-cad0-45b6-9157-c238ef148691","12","2",0.751162790697674,0.681114551083591,"Social"
"153","946c2360-cad0-45b6-9157-c238ef148691","12","3",0.713603818615752,0.555183946488294,"Nonsocial"
"154","946c2360-cad0-45b6-9157-c238ef148691","12","4",0.751173708920188,0.33125,"Social"
"155","946c2360-cad0-45b6-9157-c238ef148691","12","5",0.516587677725118,0.311926605504587,"Nonsocial"
"156","95a35449-b581-4be3-a5f7-4b193925b0ca","12","1",0.872596153846154,0.297520661157025,"Nonsocial"
"157","95a35449-b581-4be3-a5f7-4b193925b0ca","12","2",0.97906976744186,0.726840855106888,"Social"
"158","95a35449-b581-4be3-a5f7-4b193925b0ca","12","3",0.856801909307876,0.554317548746518,"Nonsocial"
"159","95a35449-b581-4be3-a5f7-4b193925b0ca","12","4",0.796557120500782,0.394891944990177,"Social"
"160","95a35449-b581-4be3-a5f7-4b193925b0ca","12","5",0.890995260663507,0.430851063829787,"Nonsocial"
"161","95a35449-b581-4be3-a5f7-4b193925b0ca","12","6",0.871194379391101,0.669354838709677,"Social"
"162","95a35449-b581-4be3-a5f7-4b193925b0ca","12","7",0.667464114832536,0.458781362007168,"Nonsocial"
"163","95a35449-b581-4be3-a5f7-4b193925b0ca","12","8",0.658139534883721,0.583038869257951,"Social"
"164","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","1",0.668269230769231,0.535971223021583,"Nonsocial"
"165","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","2",0.93953488372093,0.514851485148515,"Social"
"166","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","3",0.878281622911695,0.543478260869565,"Nonsocial"
"167","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","4",0.862284820031299,0.493647912885662,"Social"
"168","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","5",0.909952606635071,0.34375,"Nonsocial"
"169","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","6",0.925058548009368,0.569620253164557,"Social"
"170","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","7",0.813397129186603,0.520588235294118,"Nonsocial"
"171","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","8",0.955813953488372,0.953771289537713,"Social"
"172","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","1",0.637019230769231,0.475471698113208,"Nonsocial"
"173","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","2",0.834883720930233,0.401114206128134,"Social"
"174","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","3",0.840095465393795,0.508522727272727,"Nonsocial"
"175","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","4",0.899843505477308,0.84,"Social"
"176","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","5",0.649289099526066,0.547445255474453,"Nonsocial"
"177","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","7",0.502392344497608,0.342857142857143,"Nonsocial"
"178","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","8",0.83953488372093,0.941828254847645,"Social"
"179","ad8986ae-2592-4f48-89b4-3e3ee922860f","12","1",0.557692307692308,0.387931034482759,"Nonsocial"
"180","ad8986ae-2592-4f48-89b4-3e3ee922860f","12","2",0.776744186046512,0.350299401197605,"Social"
"181","ad8986ae-2592-4f48-89b4-3e3ee922860f","12","3",0.699284009546539,0.156996587030717,"Nonsocial"
"182","afe3b597-c84a-40d7-a709-64711604bb38","12","1",0.942307692307692,0.24234693877551,"Nonsocial"
"183","afe3b597-c84a-40d7-a709-64711604bb38","12","2",0.788372093023256,0.63716814159292,"Social"
"184","afe3b597-c84a-40d7-a709-64711604bb38","12","3",0.890214797136038,0.884718498659517,"Nonsocial"
"185","afe3b597-c84a-40d7-a709-64711604bb38","12","4",0.596244131455399,0.464566929133858,"Social"
"186","afe3b597-c84a-40d7-a709-64711604bb38","12","6",0.414519906323185,0.559322033898305,"Social"
"187","afe3b597-c84a-40d7-a709-64711604bb38","12","7",0.844497607655502,0.779036827195467,"Nonsocial"
"188","afe3b597-c84a-40d7-a709-64711604bb38","12","8",0.565116279069767,0.292181069958848,"Social"
"189","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","1",0.762019230769231,0.905362776025237,"Nonsocial"
"190","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","2",0.786046511627907,0.556213017751479,"Social"
"191","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","3",0.906921241050119,0.528947368421053,"Nonsocial"
"192","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","4",0.884194053208138,0.71858407079646,"Social"
"193","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","5",0.881516587677725,0.71505376344086,"Nonsocial"
"194","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","6",0.770491803278688,0.209726443768997,"Social"
"195","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","7",0.882775119617225,0.336043360433604,"Nonsocial"
"196","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","8",0.783720930232558,0.694362017804154,"Social"
"197","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","1",0.978365384615385,0.651105651105651,"Nonsocial"
"198","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","2",0.883720930232558,0.644736842105263,"Social"
"199","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","3",0.823389021479714,0.504347826086956,"Nonsocial"
"200","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","4",0.890453834115806,0.413005272407733,"Social"
"201","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","5",0.663507109004739,0.721428571428571,"Nonsocial"
"202","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","6",0.779859484777518,0.477477477477477,"Social"
"203","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","7",0.811004784688995,0.377581120943953,"Nonsocial"
"204","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","8",0.811627906976744,0.318051575931232,"Social"
"205","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","1",0.697115384615385,0.793103448275862,"Nonsocial"
"206","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","2",0.527906976744186,0.400881057268722,"Social"
"207","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","3",0.968973747016706,0.379310344827586,"Nonsocial"
"208","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","4",0.672926447574335,0.734883720930233,"Social"
"209","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","5",0.890995260663507,0.712765957446808,"Nonsocial"
"210","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","6",0.484777517564403,0.357487922705314,"Social"
"211","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","7",0.62200956937799,0.25,"Nonsocial"
"212","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","8",0.776744186046512,0.29940119760479,"Social"
"213","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","1",0.932692307692308,0.744845360824742,"Nonsocial"
"214","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","2",0.804651162790698,0.534682080924855,"Social"
"215","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","3",0.751789976133652,0.79047619047619,"Nonsocial"
"216","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","4",0.852895148669797,0.669724770642202,"Social"
"217","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","5",0.777251184834123,0.439024390243902,"Nonsocial"
"218","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","6",0.800936768149883,0.359649122807018,"Social"
"219","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","7",0.576555023923445,0.655601659751037,"Nonsocial"
"220","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","8",0.802325581395349,0.67536231884058,"Social"
"221","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","1",0.850961538461538,0.813559322033898,"Nonsocial"
"222","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","2",0.911627906976744,0.405612244897959,"Social"
"223","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","3",0.837708830548926,0.512820512820513,"Nonsocial"
"224","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","4",0.92018779342723,0.377551020408163,"Social"
"225","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","5",0.672985781990521,0.507042253521127,"Nonsocial"
"226","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","6",0.90632318501171,0.609819121447028,"Social"
"227","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","7",0.710526315789474,0.713804713804714,"Nonsocial"
"228","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","8",0.9,0.377260981912145,"Social"
"229","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","1",0.802884615384615,0.374251497005988,"Nonsocial"
"230","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","2",0.858139534883721,0.422764227642276,"Social"
"231","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","3",0.873508353221957,0.327868852459016,"Nonsocial"
"232","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","4",0.71830985915493,0.583877995642701,"Social"
"233","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","5",0.971563981042654,0.834146341463415,"Nonsocial"
"234","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","6",0.782201405152225,0.224550898203593,"Social"
"235","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","7",0.892344497607656,0.522788203753351,"Nonsocial"
"236","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","8",0.690697674418605,0.245791245791246,"Social"
"237","db21e9a1-478a-4b07-a79d-9c586c711f40","6","1",0.766826923076923,0.175548589341693,"Nonsocial"
"238","db21e9a1-478a-4b07-a79d-9c586c711f40","6","2",0.955813953488372,0.632603406326034,"Social"
"239","db21e9a1-478a-4b07-a79d-9c586c711f40","6","3",0.81145584725537,0.402941176470588,"Nonsocial"
"240","db21e9a1-478a-4b07-a79d-9c586c711f40","6","4",0.68075117370892,0.406896551724138,"Social"
"241","db21e9a1-478a-4b07-a79d-9c586c711f40","6","5",0.862559241706161,0.32967032967033,"Nonsocial"
"242","db21e9a1-478a-4b07-a79d-9c586c711f40","6","6",0.468384074941452,0.43,"Social"
