"","response_uuid","Age","Trial","Usable frames (%)","synch_good","Stimulus type"
"243","db21e9a1-478a-4b07-a79d-9c586c711f40","6","8",0.47906976744186,0.300970873786408,"Social"
"244","e1de4a92-a702-4f77-92cb-437799e28dae","6","1",0.798076923076923,0.36144578313253,"Nonsocial"
"245","e1de4a92-a702-4f77-92cb-437799e28dae","6","2",0.725581395348837,0.621794871794872,"Social"
"246","e1de4a92-a702-4f77-92cb-437799e28dae","6","3",0.761336515513127,0.476489028213166,"Nonsocial"
"247","e1de4a92-a702-4f77-92cb-437799e28dae","6","4",0.663536776212833,0.584905660377358,"Social"
"248","e1de4a92-a702-4f77-92cb-437799e28dae","6","5",0.630331753554502,0.511278195488722,"Nonsocial"
"249","e1de4a92-a702-4f77-92cb-437799e28dae","6","6",0.562060889929742,0.445833333333333,"Social"
"250","e1de4a92-a702-4f77-92cb-437799e28dae","6","7",0.564593301435407,0.190677966101695,"Nonsocial"
"251","e1de4a92-a702-4f77-92cb-437799e28dae","6","8",0.676744186046512,0.604810996563574,"Social"
"252","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","1",0.507211538461538,0.71563981042654,"Nonsocial"
"253","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","2",0.632558139534884,0.334558823529412,"Social"
"254","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","3",0.713603818615752,0.438127090301003,"Nonsocial"
"255","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","4",0.456964006259781,0.482876712328767,"Social"
"256","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","5",0.388625592417062,0.597560975609756,"Nonsocial"
"257","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","6",0.571428571428571,0.0163934426229508,"Social"
"258","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","8",0.597674418604651,0.875486381322957,"Social"
"259","f22b3366-1a35-4b22-8bdf-d29879221af7","6","1",0.692307692307692,0.59375,"Nonsocial"
"260","f22b3366-1a35-4b22-8bdf-d29879221af7","6","3",0.894988066825776,0.698666666666667,"Nonsocial"
"261","f22b3366-1a35-4b22-8bdf-d29879221af7","6","4",0.981220657276995,0.827751196172249,"Social"
"262","f22b3366-1a35-4b22-8bdf-d29879221af7","6","5",0.933649289099526,0.243654822335025,"Nonsocial"
"263","f22b3366-1a35-4b22-8bdf-d29879221af7","6","6",0.800936768149883,0.385964912280702,"Social"
"264","f22b3366-1a35-4b22-8bdf-d29879221af7","6","7",0.904306220095694,0.304232804232804,"Nonsocial"
"265","f22b3366-1a35-4b22-8bdf-d29879221af7","6","8",0.848837209302326,0.863013698630137,"Social"
"266","f53c1242-7c7e-441e-b24e-f1745def2023","12","1",0.805288461538462,0.895522388059702,"Nonsocial"
"267","f53c1242-7c7e-441e-b24e-f1745def2023","12","2",0.427906976744186,0.483695652173913,"Social"
"268","f53c1242-7c7e-441e-b24e-f1745def2023","12","3",0.579952267303103,0.8559670781893,"Nonsocial"
"269","f53c1242-7c7e-441e-b24e-f1745def2023","12","4",0.344287949921753,0.204545454545455,"Social"
"270","f53c1242-7c7e-441e-b24e-f1745def2023","12","7",0.471291866028708,0.406091370558376,"Nonsocial"
"271","f53c1242-7c7e-441e-b24e-f1745def2023","12","8",0.367441860465116,0.550632911392405,"Social"
