"","response_uuid","Age","Trial","Usable frames (%)","novel_good","Stimulus type"
"98","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","3",0.46780303030303,0.720647773279352,"S"
"99","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","5",0.368121442125237,0.835051546391753,"S"
"100","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","1",0.922348484848485,0.642710472279261,"S"
"101","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","2",0.756653992395437,0.520100502512563,"NS"
"102","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","3",0.331439393939394,0.325714285714286,"S"
"103","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","4",0.638783269961977,0.633928571428571,"NS"
"104","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","5",0.335863377609108,0.129943502824859,"S"
"105","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","6",0.365714285714286,0.692708333333333,"NS"
"106","946c2360-cad0-45b6-9157-c238ef148691","12","1",0.761363636363636,0.621890547263682,"NS"
"107","946c2360-cad0-45b6-9157-c238ef148691","12","2",0.680608365019011,0.729050279329609,"S"
"108","946c2360-cad0-45b6-9157-c238ef148691","12","3",0.549242424242424,0.462068965517241,"S"
"109","946c2360-cad0-45b6-9157-c238ef148691","12","4",0.461977186311787,0.547325102880658,"NS"
"110","95a35449-b581-4be3-a5f7-4b193925b0ca","12","1",0.721590909090909,0.540682414698163,"S"
"111","95a35449-b581-4be3-a5f7-4b193925b0ca","12","2",0.403041825095057,0.556603773584906,"NS"
"112","95a35449-b581-4be3-a5f7-4b193925b0ca","12","3",0.416666666666667,0.531818181818182,"NS"
"113","95a35449-b581-4be3-a5f7-4b193925b0ca","12","4",0.610266159695818,0.613707165109034,"S"
"114","95a35449-b581-4be3-a5f7-4b193925b0ca","12","6",0.516190476190476,0.612546125461255,"S"
"115","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","1",0.776515151515151,0.670731707317073,"S"
"116","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","2",0.750950570342205,0.6,"NS"
"117","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","1",0.68560606060606,0.560773480662983,"NS"
"118","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","2",0.82319391634981,0.484988452655889,"S"
"119","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","3",0.878787878787879,0.553879310344828,"S"
"120","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","4",0.781368821292776,0.598540145985402,"NS"
"121","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","5",0.81404174573055,0.547785547785548,"S"
"122","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","6",0.68952380952381,0.31767955801105,"NS"
"123","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","1",0.886363636363636,0.564102564102564,"S"
"124","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","2",0.602661596958175,0.32807570977918,"NS"
"125","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","3",0.547348484848485,0.546712802768166,"NS"
"126","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","4",0.85361216730038,0.570155902004454,"S"
"127","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","6",0.767619047619048,0.734491315136476,"S"
"128","ad8986ae-2592-4f48-89b4-3e3ee922860f","12","1",0.509469696969697,0.602230483271376,"S"
"129","ad8986ae-2592-4f48-89b4-3e3ee922860f","12","2",0.576045627376426,0.488448844884488,"NS"
"130","afe3b597-c84a-40d7-a709-64711604bb38","12","1",0.659090909090909,0.514367816091954,"NS"
"131","afe3b597-c84a-40d7-a709-64711604bb38","12","2",0.88212927756654,0.648706896551724,"S"
"132","b02e83c3-8e89-408c-8a20-dc774853a7c9","12","2",0.538022813688213,0.639575971731449,"S"
"133","b02e83c3-8e89-408c-8a20-dc774853a7c9","12","3",0.5625,0.518518518518518,"S"
"134","b8d0a3f4-a87d-4eb4-9d2a-a8f014b06046","12","1",0.710227272727273,0.624,"NS"
"135","b8d0a3f4-a87d-4eb4-9d2a-a8f014b06046","12","2",0.779467680608365,0.607317073170732,"S"
"136","b8d0a3f4-a87d-4eb4-9d2a-a8f014b06046","12","3",0.681818181818182,0.516666666666667,"S"
"137","b8d0a3f4-a87d-4eb4-9d2a-a8f014b06046","12","4",0.416349809885932,0.337899543378995,"NS"
"138","b8d0a3f4-a87d-4eb4-9d2a-a8f014b06046","12","6",0.451428571428571,0.586497890295359,"S"
"139","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","1",0.736742424242424,0.465295629820051,"NS"
"140","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","2",0.88212927756654,0.474137931034483,"S"
"141","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","3",0.84469696969697,0.591928251121076,"S"
"142","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","4",0.840304182509506,0.649321266968326,"NS"
"143","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","5",0.781783681214421,0.463592233009709,"S"
"144","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","6",0.723809523809524,0.628947368421053,"NS"
"145","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","1",0.90530303030303,0.403765690376569,"S"
"146","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","2",0.623574144486692,0.521341463414634,"NS"
"147","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","3",0.609848484848485,0.552795031055901,"NS"
"148","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","4",0.811787072243346,0.430913348946136,"S"
"149","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","5",0.603415559772296,0.779874213836478,"NS"
"150","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","6",0.912380952380952,0.336116910229645,"S"
"151","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","2",0.450570342205323,0.654008438818565,"S"
"152","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","3",0.479166666666667,0.268774703557312,"S"
"153","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","5",0.4573055028463,0.593360995850622,"S"
"154","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","6",0.43047619047619,0.345132743362832,"NS"
"155","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","1",0.861742424242424,0.569230769230769,"S"
"156","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","2",0.695817490494297,0.366120218579235,"NS"
"157","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","3",0.765151515151515,0.646039603960396,"NS"
"158","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","4",0.826996197718631,0.416091954022988,"S"
"159","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","5",0.770398481973435,0.435960591133005,"S"
"160","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","6",0.685714285714286,0.391666666666667,"NS"
"161","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","1",0.515151515151515,0.334558823529412,"NS"
"162","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","2",0.53041825095057,0.379928315412186,"S"
"163","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","4",0.5,0.745247148288973,"NS"
"164","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","5",0.55977229601518,0.566101694915254,"NS"
"165","cd5f7d6c-20a1-42a8-a87b-efc611c1654e","12","1",0.609848484848485,0.354037267080745,"NS"
"166","cd5f7d6c-20a1-42a8-a87b-efc611c1654e","12","2",0.849809885931559,0.60178970917226,"S"
"167","cd5f7d6c-20a1-42a8-a87b-efc611c1654e","12","3",0.765151515151515,0.472772277227723,"S"
"168","cd5f7d6c-20a1-42a8-a87b-efc611c1654e","12","4",0.408745247148289,0.674418604651163,"NS"
"169","cd5f7d6c-20a1-42a8-a87b-efc611c1654e","12","5",0.453510436432638,0.456066945606695,"NS"
"170","cd5f7d6c-20a1-42a8-a87b-efc611c1654e","12","6",0.52952380952381,0.68705035971223,"S"
"171","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","1",0.727272727272727,0.395833333333333,"S"
"172","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","2",0.566539923954373,0.429530201342282,"NS"
"173","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","3",0.602272727272727,0.229559748427673,"NS"
"174","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","4",0.606463878326996,0.664576802507837,"S"
"175","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","5",0.529411764705882,0.426523297491039,"S"
"176","d5c00f11-5f46-4919-835f-ff52db609317","12","2",0.58745247148289,0.634304207119741,"NS"
"177","d5c00f11-5f46-4919-835f-ff52db609317","12","3",0.424242424242424,0.544642857142857,"NS"
"178","d5c00f11-5f46-4919-835f-ff52db609317","12","4",0.482889733840304,0.637795275590551,"S"
"179","d5c00f11-5f46-4919-835f-ff52db609317","12","5",0.567362428842505,0.431438127090301,"S"
"180","d5c00f11-5f46-4919-835f-ff52db609317","12","6",0.733333333333333,0.618181818181818,"NS"
"181","db073f15-743f-44c0-a00f-f933f02ae741","12","1",0.799242424242424,0.561611374407583,"S"
"182","db073f15-743f-44c0-a00f-f933f02ae741","12","2",0.720532319391635,0.58311345646438,"NS"
"183","db073f15-743f-44c0-a00f-f933f02ae741","12","3",0.621212121212121,0.292682926829268,"S"
"184","db073f15-743f-44c0-a00f-f933f02ae741","12","5",0.540796963946869,0.536842105263158,"S"
"185","db073f15-743f-44c0-a00f-f933f02ae741","12","6",0.56952380952381,0.414715719063545,"NS"
"186","db21e9a1-478a-4b07-a79d-9c586c711f40","6","1",0.439393939393939,0.556034482758621,"S"
"187","db21e9a1-478a-4b07-a79d-9c586c711f40","6","2",0.560836501901141,0.386440677966102,"NS"
"188","db21e9a1-478a-4b07-a79d-9c586c711f40","6","3",0.554924242424242,0.460750853242321,"NS"
"189","db21e9a1-478a-4b07-a79d-9c586c711f40","6","6",0.375238095238095,0.375634517766497,"S"
"190","e1de4a92-a702-4f77-92cb-437799e28dae","6","1",0.863636363636364,0.484649122807018,"S"
"191","e1de4a92-a702-4f77-92cb-437799e28dae","6","2",0.511406844106464,0.386617100371747,"NS"
"192","e1de4a92-a702-4f77-92cb-437799e28dae","6","3",0.518939393939394,0.675182481751825,"NS"
